Real,Previsto
24.17,23.91137844622135
23.92,24.02840436398983
23.74,24.016737216711043
23.96,23.86497569084167
24.25,23.70211864709854
24.16,23.83823420703411
24.27,23.997835221886632
24.21,24.22438290119171
24.21,24.220079174637792
24.65,24.433246555924413
25.27,24.68507797718048
25.38,25.028966057300565
25.35,25.3546923071146
25.43,25.45494811236858
25.66,25.570366865396498
26.13,25.712820735573768
26.72,26.100936251878736
26.62,26.607627514004704
27.71,26.84418305158615
27.53,27.228457009792326
27.44,27.477027189731597
27.64,27.593476265668865
27.68,27.76258822083473
27.61,27.9146763920784
27.77,27.96655566990375
27.83,28.021062010526656
28.15,28.106220892071722
27.78,28.29684800505638
27.82,28.218034383654594
28.06,28.169730830192563
27.6,28.201620453596114
27.45,27.912702620029446
28.75,27.727001249790188
29.159999999999997,27.976073560118675
29.45,28.494119223952293
28.86,29.003527897596356
28.0,28.97585686445236
27.98,28.53143150806427
27.81,28.229076039791106
28.23,27.979042905569074
28.07,27.999098584055897
27.96,27.95244215726852
27.31,27.960509255528446
27.14,27.711023426055906
27.1,27.40881043076515
27.42,27.26663281917572
27.34,27.323952132463454
27.09,27.054563522338864
27.05,26.709222912788388
27.49,26.431459671258924
27.88,26.649128851294517
28.46,27.233308041095732
28.5,27.844650921225547
28.39,28.224026936292645
28.25,28.200338196754455
28.37,28.10549288988113
28.36,28.11664748191833
28.47,28.377253153920172
28.81,28.624879884719846
28.69,28.860128840804098
28.64,28.82769191265106
28.19,28.7948275655508
28.33,28.589390212297438
28.35,28.53513580560684
28.51,28.450180208683012
27.98,28.410948014259336
27.68,27.896663984656332
27.63,27.493039762973783
27.75,27.341749092936514
27.56,27.442482703924178
27.8,27.392763108015057
28.07,27.506211563944813
27.77,27.68765438199043
27.65,27.519763872027394
27.43,27.36770697534084
27.78,27.193915998935697
28.04,27.384920144081114
27.7,27.593908897042272
28.01,27.54054060280323
28.35,27.567330735921857
28.5,27.892056199908254
28.93,28.248660862445828
28.9,28.603576698899268
29.12,28.74096235334873
28.9,28.93596269190311
