Real,Previsto
13.74,14.084933450818061
13.65,13.84813466668129
13.57,13.63407248556614
13.85,13.483666190505028
13.9,13.558685165643691
13.83,13.668047079443932
13.95,13.71912885606289
13.86,13.782769104838371
13.81,13.816592538356781
13.74,13.864300137758255
13.65,13.83351728618145
13.85,13.664836224913596
13.98,13.641223934292793
13.75,13.690702021121979
13.8,13.807641065120697
13.65,13.912200596928596
13.63,13.904328095912934
13.91,13.877758622169495
14.11,13.892071944475173
14.49,13.999522635340691
14.49,14.277270239591598
14.59,14.454539641737938
14.49,14.62781980037689
14.71,14.688158845901487
14.770000000000001,14.81242308616638
14.860000000000001,14.956032377481458
15.14,15.044325664639471
15.039999999999997,15.174427822232245
14.92,15.322912469506262
15.120000000000001,15.326204985380171
15.220000000000002,15.444900617003439
15.51,15.571713733673095
15.799999999999999,15.712157344818113
16.3,15.885906621813772
16.57,16.137183788418767
16.71,16.424669942259786
17.45,16.681828463077544
18.44,17.089271655678747
17.97,17.634074440598486
18.06,17.852280500531194
17.9,18.014117646217343
17.48,18.06768401265144
16.37,17.97109254300594
16.54,17.52789558172226
16.87,17.23006102442741
16.59,17.171329143643376
16.99,17.089431503415106
16.9,17.138459584116934
17.25,17.14041945636272
17.2,17.229711791872976
16.94,17.294410163164137
17.2,17.17094342410564
17.28,17.014138007164
16.92,17.049704128503798
16.1,16.99399719238281
16.03,16.734347131848335
16.48,16.521388247609135
16.68,16.664012390375134
16.45,16.806551396846768
16.47,16.73492744863033
16.3,16.69235408902168
16.12,16.50915642082691
16.44,16.33247776031494
16.69,16.273242011666294
16.57,16.385385623574255
16.87,16.49716089069843
16.66,16.628560942411422
15.89,16.635882663726804
15.769999999999998,16.42596262395382
15.769999999999998,16.30106246769428
15.679999999999998,16.201326167583463
15.76,15.978788581490514
16.96,15.806203413009642
16.05,16.23641448318958
16.31,16.302442023158072
16.6,16.37623607814312
16.63,16.524008360505103
16.39,16.589191487431524
16.0,16.508947923779484
16.11,16.335115247964858
16.02,16.197112789750097
16.15,16.12829486429691
16.98,16.254525926709174
17.04,16.631514650583267
17.84,16.92886792719364
18.28,17.3415061712265
16.44,17.74860708117485
16.16,17.32796428799629
15.590000000000002,16.94587259888649
15.79,16.492099624872207
15.880000000000003,16.2089189350605
15.14,16.094777226448056
15.500000000000002,15.884047523140906
15.83,15.844356635212897
16.06,15.916772872209547
15.500000000000002,16.052283790707587
15.570000000000002,15.977409026026724
15.16,15.80374488532543
14.860000000000001,15.571039593219755
14.53,15.232021656632421
14.890000000000002,14.868941423296926
14.05,14.8569632679224
13.75,14.69992850422859
13.7,14.488719257712365
14.03,14.24315664768219
13.89,14.141430938243866
14.06,14.105871766805649
14.29,14.062506118416787
13.96,14.051111754775047
14.21,13.93125722706318
14.38,13.972263383865357
14.39,14.068502146005631
14.38,14.18776940703392
14.7,14.291081431508065
14.36,14.503067329525948
14.51,14.454569178819657
14.47,14.58777446746826
14.29,14.727146056294439
14.27,14.704598838090895
13.78,14.565189024806022
13.13,14.289253607392311
12.81,13.836067900061607
13.17,13.380835446715356
13.44,13.276753720641135
13.58,13.330563333630561
13.93,13.426558849215507
14.06,13.632955288887024
14.19,13.833208015561103
14.54,13.946897980570792
14.52,14.185486364364625
14.04,14.320460402965546
14.29,14.234168687462807
14.31,14.241234999895095
13.71,14.268405640125275
13.45,14.163594174385072
13.63,14.057731536030769
14.25,14.06416366994381
14.45,14.202729070186615
14.31,14.34934593141079
14.55,14.386833700537682
14.750000000000002,14.434683772921563
14.66,14.54149333536625
14.689999999999998,14.596710303425787
14.68,14.6028262168169
15.540000000000001,14.627995285391806
15.76,15.047046551108359
16.12,15.429661220312116
16.51,15.78230791389942
16.39,16.275446867942808
16.31,16.60840970277786
16.75,16.71036823391914
16.75,16.804456001520155
16.56,16.882051652669904
16.82,16.903271439671514
16.77,16.98404840826988
16.57,17.042512717843053
16.26,17.033884415030478
16.16,16.886013096570966
16.25,16.753964966535566
16.02,16.608090007305144
16.4,16.41671577990055
16.32,16.40580617189407
16.64,16.34952065646648
16.73,16.520927816629406
17.12,16.739702031016346
17.28,16.949335387349127
17.47,17.15821815431118
17.65,17.41936939358711
17.21,17.599302345514296
17.35,17.51056078970432
17.01,17.520036980509754
16.78,17.46279064118862
16.93,17.3250991910696
16.39,17.25474359989166
15.729999999999999,17.055029490590094
15.91,16.60144937634468
16.27,16.354988491535185
16.64,16.31190952658653
16.81,16.457805335521694
16.44,16.598262846469876
16.13,16.563230130076406
16.03,16.391042843461033
15.91,16.196687108278272
15.93,16.08093302249908
16.1,15.986549884080885
15.82,16.03465189039707
15.729999999999999,16.01759683191776
15.920000000000002,15.912033039331435
15.96,15.964073902368543
15.78,16.14159871339798
15.940000000000001,16.106920441985128
15.95,16.005047047138213
16.06,15.824054235219954
16.25,15.730207976698873
16.55,15.914571490883825
16.59,16.334835514426228
16.39,16.665821102261543
16.66,16.74533666372299
16.6,16.829698044061658
16.55,16.794357794523236
16.56,16.849437502026557
16.94,16.928532594442366
18.12,17.074623000621795
18.11,17.541359278559682
18.42,17.994324326515194
18.46,18.34746967554092
18.5,18.580743122100827
18.28,18.727848213911056
18.45,18.683763250708576
18.42,18.685773509740827
18.25,18.71732085049152
18.1,18.75705170035362
18.12,18.681808590888973
18.18,18.674080300331113
17.75,18.72975769937038
17.69,18.54399725496769
17.89,18.319430297613142
18.34,17.981298473477363
18.27,18.084129217267034
18.22,18.07629667818546
18.45,18.110552743077275
18.83,18.322469142079353
18.76,18.662142106890677
18.85,18.96689529120922
18.31,19.216695603728294
18.34,19.278452429175374
18.32,19.273450237512588
18.68,19.25308007597923
18.43,19.26871214210987
18.87,19.205268228054045
18.93,19.198997679352757
18.94,19.201265084743497
18.83,18.577950999140736
18.8,18.97554791867733
18.96,19.26860615611076
18.92,19.385222029685973
18.98,19.260575544834136
19.37,19.194768664240836
19.43,19.308128508925435
19.66,19.676921561360356
19.65,19.957706272602078
20.61,20.08909937441349
21.35,20.382913413643834
21.13,20.927676236629484
21.24,21.162306651473042
21.67,21.3254086792469
21.51,21.56222657561302
21.91,21.71903373003006
21.9,21.95037857890129
22.6,22.134573557972907
22.17,22.460278958082196
22.17,22.517412361502647
22.23,22.537441977858542
21.82,22.594886389374732
21.55,22.453713038563727
21.75,22.256547805666923
21.47,22.100583326816558
21.9,21.820319858193397
21.76,21.911968210339545
21.62,21.971808600425717
21.3,21.88121315836906
21.71,21.73254260122776
21.31,21.712434798479077
21.01,21.59193914234638
20.67,21.23157979547977
20.87,20.95260553359985
20.73,20.876123604178428
20.91,20.794606471061705
20.98,20.873430517315864
20.61,20.99486441016197
20.84,20.858045172691345
21.09,20.863513007760044
20.67,20.862267237901687
20.57,20.74783710837364
20.74,20.63596454262733
20.31,20.68403353691101
20.55,20.46017025709152
20.94,20.463012766838073
20.58,20.713273510336872
20.67,20.808759945631024
20.71,20.79984495937824
20.6,20.813286069035527
20.57,20.72023557424545
20.42,20.622186362743374
20.31,20.589702522754667
20.41,20.45364777445793
20.64,20.338996985554694
20.43,20.520297330617904
20.32,20.588453277945515
20.5,20.49540625810623
20.69,20.633212381601332
20.77,20.736599117517468
20.7,20.69618717730045
21.2,20.782699552178382
21.3,21.073219338059424
21.02,21.305712658166883
20.74,21.303339266777037
21.34,21.11847014725208
21.46,21.28736665546894
21.15,21.52470058202743
20.82,21.49554574489593
20.96,21.24755588173866
20.89,21.19598587453365
20.82,20.98321637511253
20.68,20.842034336924552
20.62,20.87631125152111
20.94,21.005145052075385
21.06,21.222286039590834
21.04,21.450982975959775
21.1,21.628179404139516
21.17,21.758467471599577
21.08,21.85964240133762
21.05,21.857918825745582
21.23,21.792207506299018
20.75,21.73985389769077
20.78,21.577109789848326
20.66,20.70853715240955
20.37,20.799688586592673
20.55,20.78677740693092
21.21,20.888148671388624
21.0,21.25972863435745
20.94,21.268419486284255
20.68,21.13672753870487
20.83,20.914692083001135
20.9,20.824355524778365
21.75,20.813091471791264
21.63,21.22180128395557
21.59,21.49380131959915
21.8,21.587162822484967
21.73,21.8392600774765
22.17,21.94299257099628
21.97,22.16770373880863
21.87,22.302769863605498
22.04,22.27329533100128
21.96,22.186697819828986
21.93,22.20025534033775
21.83,22.23947884738445
21.84,22.321253126859663
22.29,22.33502783179283
21.72,22.48825926184654
21.57,22.100949934124944
21.52,21.83186364471912
21.55,21.70631367266178
22.3,21.627515688538548
22.46,21.99535312950611
22.71,22.25705862343311
23.0,22.598531612753867
22.04,22.950137558579442
22.36,22.652132728695868
22.28,22.527157860994336
22.39,22.450166851282116
22.38,22.481912264227866
22.55,22.515054607391356
22.67,22.524975591897963
22.83,22.749024781584737
22.99,22.99730480313301
23.07,23.20062069892883
23.04,23.321491649746893
23.46,23.231691971421238
23.8,23.31934760510921
23.84,23.520286634564396
24.54,23.667362189292906
24.59,24.479150655865666
24.49,24.973941949009895
24.49,25.146787738800047
23.97,25.16224084496498
24.36,24.742473739385602
24.62,24.599109432101248
24.61,24.68266288638115
23.89,24.804009905457495
24.1,24.49801095128059
24.26,24.383235064148902
24.85,24.44745910465717
24.86,24.687187272310254
24.96,24.852693966031072
24.66,25.00356069207191
24.7,24.821883314847945
24.77,24.72507987320423
25.0,24.761994275450704
24.96,24.911556157469747
25.2,25.16722392439842
24.91,25.30610207021236
24.94,25.147508791089056
24.67,25.04785588979721
24.97,25.11844256520271
25.18,25.211654645204543
24.8,25.312409105896947
24.76,24.98487066924572
24.93,24.7706868648529
25.08,24.752747431397434
25.57,24.99538760781288
25.42,25.37806656360626
25.47,25.51289986670017
25.18,25.522148448228833
25.44,25.37539432644844
25.27,25.33810115456581
25.72,25.359687548875808
25.77,25.56620908677578
25.74,25.832138383388518
25.92,25.89101273715496
25.71,25.932759058475494
25.58,25.995038864016532
25.68,25.944321957230567
26.27,25.89706436395645
26.26,26.092476484179496
26.54,26.155287957191465
27.12,26.405861446261405
27.04,26.794981223344802
26.63,27.139515644311903
26.19,27.011018913984298
26.55,26.710016939043996
26.55,26.577067059278487
26.33,26.556749022006986
26.81,26.490061241388318
26.98,26.627281835675237
27.04,26.892462280392646
26.81,27.129417437314984
26.48,27.11232415437698
26.73,26.786808139085768
27.05,26.696881625056264
27.11,26.771532255411145
26.7,26.768338775634763
26.73,26.649205300211904
26.62,26.70275776684284
26.8,26.821303975582122
27.2,26.843797332048414
26.94,27.027623966336247
26.68,27.07816712558269
26.41,26.808451870083807
26.77,26.45856602489948
26.47,26.43896903991699
26.36,26.416060426831244
26.63,26.43532207906246
26.04,26.488393265008924
25.95,26.17868653833866
26.23,25.91314122378826
25.86,25.99144576489925
25.75,25.909626311063764
25.86,25.80601717829704
25.99,25.721700972318647
26.01,25.6142607063055
26.32,25.63281520605087
26.06,25.88297865092754
26.11,25.99039980471134
26.21,25.90950816273689
26.39,25.97782917022705
26.5,26.14464592039585
26.91,26.205349835753438
27.14,26.679001265764235
26.77,27.08492590487003
26.84,26.961408779025074
26.49,27.031296989321707
26.24,26.86661559641361
25.94,26.563370540738102
26.0,26.194798147678373
25.96,26.031758669018743
25.76,25.873078516125677
25.46,25.806802517175672
25.66,25.629934471845626
25.56,25.594620284438133
25.45,25.487727323174475
25.61,25.342064335942265
25.61,25.18424944579601
25.49,25.011573928594586
25.76,24.9672387689352
26.23,25.130542343854902
26.38,25.643403381109234
26.3,26.108462995290754
26.38,26.38204239606857
25.23,26.454540294408798
25.67,25.845152074098586
25.87,25.649333384633064
26.04,25.741419580578803
25.7,25.855712449550627
25.73,25.80553937256336
25.74,25.79463323950767
25.95,25.7557259529829
25.93,25.83220266997814
25.56,25.924349677562713
25.04,25.744164791703223
25.17,25.282792100310324
25.48,25.02607489824295
25.4,25.15614230632782
25.4,25.40379509925842
25.21,25.464505964517592
25.24,25.365475079417227
25.31,25.25594115555286
25.37,25.271027654409405
25.7,25.30411092340946
25.27,25.44816153347492
25.29,25.36491908729076
25.57,25.29139434099197
25.09,25.402716127038
25.26,25.390732759237288
25.2,25.36779113411903
25.2,24.891203370690345
24.84,24.959161245822905
25.02,24.88736528754234
25.14,24.934063413739203
25.35,25.08562686741352
25.54,25.260371717810628
25.61,25.418782562017437
25.44,25.51220835149288
25.43,25.36094200611114
25.44,25.408755591511724
25.11,25.440181308984755
25.2,25.158906629681585
25.44,25.22548321187496
25.58,25.357136934995648
25.46,25.553056398034094
25.04,25.57928706407547
24.96,25.45421316027641
25.35,25.216901820898055
25.22,25.250337797403333
25.56,25.16737855970859
25.67,25.25966804027557
25.76,25.3984784245491
26.01,25.617707857489584
25.9,25.87329743802547
25.82,25.94991315305233
25.85,26.047597494721412
25.7,26.058899772167205
25.6,25.878998094797133
25.61,25.66319496333599
25.83,25.616119804978368
25.87,25.946874308586118
25.67,26.208955097198483
25.29,26.02463501989841
25.12,25.680543655157088
24.92,25.212750992178915
24.96,24.824150720238684
25.39,24.64306234717369
25.05,24.800720864534377
24.95,24.84375639259815
25.29,24.832544463872907
25.83,25.006356289982794
26.17,25.435625648498533
26.61,25.866213750839233
26.81,26.255345690250394
27.02,26.488617399334906
27.75,26.675771299004552
27.87,27.101143500208853
27.75,27.560165387392043
27.12,27.809246385097502
27.32,27.63224629163742
27.43,27.53057965636253
27.12,27.4903901129961
27.28,27.461793005466458
27.4,27.536702519655226
27.22,27.606340533494947
27.51,27.50355496406555
27.76,27.514236962795255
28.06,27.60055126547813
28.32,27.794495218992232
27.85,28.028385469317435
28.2,27.81425205171108
27.78,27.830137789249417
27.79,27.746871018409728
27.51,27.88498467504978
27.69,27.762655982375144
27.84,27.70900795459747
27.66,27.843177542090412
27.53,27.78780246376991
27.2,27.635094013810157
26.8,27.42851340174675
26.7,27.03986448049545
26.68,26.689507779479026
26.6,26.40089400410652
26.78,26.147832450270652
26.55,26.245690539479252
26.48,26.091437473893162
26.39,26.038896217942234
26.46,25.96957094967365
26.21,26.021245205402373
26.17,25.830181986093518
26.3,25.569682300090786
26.29,25.560414606332778
25.75,25.595542883872984
25.53,25.472512251138685
25.66,25.32173761129379
25.84,25.31243343055248
25.79,25.426573401689527
26.08,25.464698824286458
26.04,25.561762887239453
26.01,25.657565543055533
25.94,25.695263546705245
25.63,25.68457807302475
25.66,25.46570134758949
25.69,25.407428160309788
25.69,25.41605820059776
25.65,25.353467386960983
25.5,25.30657640099525
25.69,25.405827945470808
25.66,25.714874431490895
25.42,25.752631509304045
25.57,25.421944767236706
25.58,25.36310516297817
25.63,25.152288585901257
25.52,25.145441195368765
25.32,25.134180617332458
25.34,25.057929772138593
25.29,25.162557065486904
25.29,25.15063624680042
24.72,25.0903058886528
25.05,24.740897849202153
25.19,24.78051750063896
24.61,24.973021087050437
24.94,24.707580021023748
25.09,24.706236952543257
25.49,24.863746047019955
25.04,25.117658963799474
24.31,25.05812958180904
24.6,24.678765729069706
24.4,24.539406302571294
24.7,24.43875956535339
24.99,24.496994528174397
25.3,24.677358373999592
24.56,24.919666692614552
24.5,24.89359239935875
24.66,24.71570619344711
25.18,24.615231466293334
24.85,24.8689463108778
24.51,24.87573636472225
24.16,24.699987253546713
24.42,24.37009627521038
23.74,24.333352145552634
23.89,24.219809865951536
24.08,24.09815531373024
23.92,24.121180337667464
24.2,24.019279143214224
24.11,23.99943717420101
